country,code,indicator,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
San Marino,SMR,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
San Marino,SMR,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,8,8,8,10,10,10,10,11,12,
São Tomé and Principe,STP,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
São Tomé and Principe,STP,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
São Tomé and Principe,STP,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Saudi Arabia,SAU,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,7,6,6,6,6,6,6,6,6,7,9,9,
Saudi Arabia,SAU,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,10,10,9,9,7,6,5,5,5,4,4,4,4,4,4,5,5,
Saudi Arabia,SAU,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,7,7,6,6,6,6,6,6,5,5,6,7,
Senegal,SEN,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
Senegal,SEN,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,15,15,15,13,
Senegal,SEN,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Serbia,SRB,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,15,15,15,15,15,15,14,15,15,15,15,15,14,
Serbia,SRB,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,15,13,
Serbia,SRB,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,15,15,15,15,15,15,16,16,15,14,
Seychelles,SYC,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,17, , , , , , , , , , ,
Seychelles,SYC,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Seychelles,SYC,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,17,17,17,16,15,15,15,
Sierra Leone,SLE,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Sierra Leone,SLE,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Sierra Leone,SLE,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Singapore,SGP,sp, , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Singapore,SGP,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Singapore,SGP,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Sint Maarten (Dutch part),SXM,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Sint Maarten (Dutch part),SXM,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Sint Maarten (Dutch part),SXM,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Slovak Republic,SVK,sp, , , , , , , , , , , , , , , , , , , , , , , , , , ,15,13,12,12,13,13,13,12,11,11,9,8,8,8,7,7,7,7,8,8,8,7,7,7,
Slovak Republic,SVK,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,6,5,5,5,5,5,5,6,6,6,6,6,6,
Slovak Republic,SVK,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,12,13,13,13,13,12,11,9,8,8,8,7,7,7,7,7,7,7,7,7,7,
Slovenia,SVN,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,8,8,8,8,7,6,6,5,5,5,5,5,6,8,9,9,9,8,7,
Slovenia,SVN,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,3,3,3,3,3,5,9,11,11,10,10,8,
Slovenia,SVN,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,8,8,8,8,7,6,6,5,5,5,5,5,6,9,10,10,10,9,9,
Solomon Islands,SLB,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Solomon Islands,SLB,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Solomon Islands,SLB,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Somalia,SOM,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Somalia,SOM,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Somalia,SOM,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
South Africa,ZAF,sp, , , , , , , , , , , , , , , , , , , , , , , , , , ,14,13,13,13,13,13,12,12,12,11,11,10,10,10,10,10,10,10,11,11,12,12,12,14,
South Africa,ZAF,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,10,10,10,10,9,9,9,9,8,8,8,8,7,7,7,8,8,9,9,9,10,
South Africa,ZAF,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , ,14,14,14,14,14,14,12,12,12,11,11,10,10,10,10,10,10,10,10,11,11,12,12,13,
South Sudan,SSD,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
South Sudan,SSD,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
South Sudan,SSD,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Spain,ESP,sp, , , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,4,5,6,12,12,11,10,10,10,
Spain,ESP,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,5,10,10,9,9,9,9,
Spain,ESP,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,4,4,4,4,2,2,2,2,2,2,2,4,6,11,11,10,10,10,10,
Sri Lanka,LKA,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,16,16,17,17,16,16,16,16,16,16,16,16,
Sri Lanka,LKA,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,15,15,15,15,15,
Sri Lanka,LKA,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,16,16,16,15,15,15,15,15,16,16,
St. Kitts and Nevis,KNA,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
St. Kitts and Nevis,KNA,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
St. Kitts and Nevis,KNA,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
St. Lucia,LCA,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
St. Lucia,LCA,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
St. Lucia,LCA,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
St. Martin (French part),MAF,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
St. Martin (French part),MAF,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
St. Martin (French part),MAF,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
St. Vincent and the Grenadines,VCT,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
St. Vincent and the Grenadines,VCT,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
St. Vincent and the Grenadines,VCT,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Sudan,SDN,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Sudan,SDN,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Sudan,SDN,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Suriname,SUR,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,18,18,18,18,18,18,17,16,16,16,16,15,15,15,15,15,16,17,
Suriname,SUR,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,15,15,15,15,15,13,13,13,13,15,15,
Suriname,SUR,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,17,17,17,17,17,16,15,15,15,15,16,18,
Swaziland,SWZ,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Swaziland,SWZ,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Swaziland,SWZ,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Sweden,SWE,sp, , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Sweden,SWE,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Sweden,SWE,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,6,6,5,5,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Switzerland,CHE,sp, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Switzerland,CHE,mdy, , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Switzerland,CHE,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,
Syrian Arab Republic,SYR,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Syrian Arab Republic,SYR,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Syrian Arab Republic,SYR,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
"Taiwan, China",TWN,sp, , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
"Taiwan, China",TWN,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
"Taiwan, China",TWN,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,
Tajikistan,TJK,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,
Tajikistan,TJK,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,
Tajikistan,TJK,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Tanzania,TZA,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Tanzania,TZA,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Tanzania,TZA,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Thailand,THA,sp, , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,8,8,8,11,12,12,12,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
Thailand,THA,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Thailand,THA,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,12,12,12,12,11,11,10,10,10,10,11,11,11,11,10,10,10,10,10,
Timor-Leste,TLS,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Timor-Leste,TLS,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Timor-Leste,TLS,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Togo,TGO,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Togo,TGO,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Togo,TGO,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Tonga,TON,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Tonga,TON,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Tonga,TON,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Trinidad and Tobago,TTO,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,13,13,12,12,12,12,11,10,9,9,9,8,8,8,8,8,8,8,8,9,10,
Trinidad and Tobago,TTO,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,10,10,9,8,8,8,8,8,8,8,8,8,9,10,11,
Trinidad and Tobago,TTO,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Tunisia,TUN,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,12,12,11,11,11,11,11,11,11,11,11,11,11,12,14, , , , , ,
Tunisia,TUN,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,10,10,13,13,13,13,15,
Tunisia,TUN,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,12,13,15,15,15,15,16,
Turkey,TUR,sp, , , , , , , , , , , , , , , , , , , , , , , , , , ,16,16,17,17,17,17,16,18,18,16,15,15,15,15,15,15,14,14,14,13,13,13,14,14,
Turkey,TUR,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,13,15,15,15,15,15,15,15,15,13,13,13,13,13,12,12,11,10,10,10,11,11,
Turkey,TUR,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , ,17,15,16,16,16,16,15,17,17,17,16,15,15,15,15,13,13,13,12,12,12,12,12,13,
Turkmenistan,TKM,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Turkmenistan,TKM,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,16,16,16,16,16,16,16,16,16,16, , , , , , , , ,
Turkmenistan,TKM,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Turks and Caicos Islands,TCA,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Turks and Caicos Islands,TCA,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Turks and Caicos Islands,TCA,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Tuvalu,TUV,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Tuvalu,TUV,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Tuvalu,TUV,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Uganda,UGA,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,16,16,16,16,16,17,17,17,17,
Uganda,UGA,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,16,16,
Uganda,UGA,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,17,17,17,17,17,17,17,17,17,16,16,16,
Ukraine,UKR,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,17,17,16,15,15,15,17,19,16,16,17,18,21,18,18,18,
Ukraine,UKR,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,15,15,15,15,15,15,16,16,16,17,18,20,20,20,19,
Ukraine,UKR,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,17,16,16,15,15,15,16,18,17,17,17,18,20,20,18,18,
United Arab Emirates,ARE,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
United Arab Emirates,ARE,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,6,5,5,4,3,3,3,3,3,3,3,3,3,3,3,
United Arab Emirates,ARE,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
United Kingdom,GBR,sp, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,
United Kingdom,GBR,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,
United Kingdom,GBR,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,5,
United States,USA,sp, , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,
United States,USA,mdy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
United States,USA,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Uruguay,URY,sp, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,13,13,12,12,12,12,12,18,18,17,17,16,15,14,14,13,12,12,12,12,11,11,11,
Uruguay,URY,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,17,17,17,17,15,15,15,13,11,11,10,10,9,9,9,9,
Uruguay,URY,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,13,13,13,12,12,12,17,18,17,16,16,15,15,15,14,13,13,12,12,12,12,12,
Uzbekistan,UZB,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Uzbekistan,UZB,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Uzbekistan,UZB,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Vanuatu,VUT,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Vanuatu,VUT,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Vanuatu,VUT,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
"Venezuela, RB",VEN,sp, , , , , , , , , ,2,2,2,2,2,5,14,14,14,14,14,14,16,16,14,14,14,16,16,17,16,16,17,17,17,19,18,17,16,15,15,15,15,15,16,16,18,19,20,20, ,
"Venezuela, RB",VEN,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,17,18,16,16,16,16,16,16,16,16,16,18,18,20,20,20,
"Venezuela, RB",VEN,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,16,16,16,16,16,16,20,20,20, ,
Vietnam,VNM,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,15,14,14,14,14,15,15,15,15,15,15,15,15,
Vietnam,VNM,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,15,15,15,13,13,13,13,13,15,15,16,16,15,15,15,15,
Vietnam,VNM,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,15,15,15,15,15,16,16,16,16,15,15,15,15,
Virgin Islands (U.S.),VIR,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Virgin Islands (U.S.),VIR,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Virgin Islands (U.S.),VIR,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
West Bank and Gaza,PSE,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
West Bank and Gaza,PSE,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
West Bank and Gaza,PSE,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
"Yemen, Rep.",YEM,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
"Yemen, Rep.",YEM,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
"Yemen, Rep.",YEM,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Zambia,ZMB,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,16,16,16,17,17,17,
Zambia,ZMB,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,15,15,16,17,17,
Zambia,ZMB,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,16,17,17,17,17,17,
Zimbabwe,ZWE,sp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Zimbabwe,ZWE,mdy, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Zimbabwe,ZWE,fitch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,